PLAYER,TEAM,AGE,FGM_ra,FGA_ra,FGpct_ra,FGM_paint,FGA_paint,FGpct_paint,FGM_mr,FGA_mr,FGpct_mr,FGM_left,FGA_left,FGpct_left,FGM_right,FGA_right,FGpct_right,FGM_break,FGA_break,FGpct_break,oFGM_ra,oFGA_ra,oFGpct_ra,oFGM_paint,oFGA_paint,oFGpct_paint,oFGM_mr,oFGA_mr,oFGpct_mr,oFGM_left,oFGA_left,oFGpct_left,oFGM_right,oFGA_right,oFGpct_right,oFGM_break,oFGA_break,oFGpct_break,GP,W,L,MIN,USGpct,pct_tm_FGM,pct_tm_FGA,pct_tm_3PM,pct_tm_3PA,pct_tm_FTM,pct_tm_FTA,pct_tm_OREB,pct_tm_DREB,pct_tm_REB,pct_tm_AST,pct_tm_TOV,pct_tm_STL,pct_tm_BLK,pct_tm_BLKA,pct_tm_PF,pct_tm_PFD,pct_tm_PTS,OFFRTG_gm,DEFRTG,NETRTG,ASTpct_gm,AST_TO,AST_RATIO,OREBpct_gm,DREBpct_gm,REBpct_gm,TO_RATIO,EFGpct_gm,TSpct_gm,PACE,PACE_40,PIE_gm,MPG,PTS_100,FGM_100,FGA_100,FGpct_100,3PM_100,3PA_100,3Ppct_100,FTM_100,FTA_100,FTpct_100,OREB_100,DREB_100,REB_100,AST_100,TOV_100,STL_100,BLK_100,PF_100,FP_100,DD2,TD3,plus_minus_100,MPP,pct_FGA_2pt,pct_FGA_3pt,pct_PTS_2pt,pct_PTS_2ptMR,pct_PTS_3pt,pct_PTS_fbps,pct_PTS_ft,pct_PTS_off_to,pct_PTS_paint,2FGM_ast,2FGM_uast,3FGM_ast,3FGM_uast,FGM_ast,FGM_uast
A'JA WILSON,LVA,24,2.9,3.9,75.3,2.7,6.3,42.4,2,5.5,35.2,0,0,0,0,0,0,0,0,0,8.2,12,68.2,5.1,12.9,39.9,5.1,14.3,36,0.5,1.8,26.5,0.4,1.3,32,5.1,15,34.2,22,18,4,697,27.5,28.7,28.7,0,0,33.4,35.2,23.6,30.1,28.7,12.1,16.7,18.8,71,25,19.7,30.2,28.5,108.8,96.3,12.5,10.9,1.29,9.1,5.2,20.8,13.5,7.1,48,54.6,99.94,83.29,16.4,31.7,31.1,11.5,23.9,48,0,0,0,8.1,10.4,78.1,2.3,10.6,13,3.1,2.4,1.9,3,3.4,63.6,7,0,12.3,48.1,100,0,73.8,19.1,0,4.2,26.2,18,54.7,75.9,24.1,0,0,75.9,24.1
AERIAL POWERS,WAS,27,0.8,0.8,100,1.5,2.7,56.3,1.5,3.7,40.9,0,0.3,0,0,0.2,0,1.5,3.8,39.1,6.2,8.3,74,4.7,11.7,40,4,11.3,35.3,0.2,1.2,14.3,0.5,1.3,37.5,5.2,13.7,37.8,6,3,3,179,22.3,22.1,22,23.7,25.2,36.8,34.9,7.7,21.8,19.3,18.5,19.6,22.5,0,25,19.3,25,24.7,106.5,95.4,11,13.3,1.36,14,1.1,15.6,8.2,10.3,52.9,59.6,99.54,82.95,14,29.8,26.3,8.6,18.5,46.4,2.4,7,34.6,6.7,8.1,83.3,0.5,7.3,7.8,4,3,2.4,0,4.3,46,0,0,11.6,48.1,62.3,37.7,46.9,18.4,27.6,2,25.5,22.4,28.6,21.7,78.3,77.8,22.2,37.5,62.5
ALAINA COATES,WAS,25,0.8,1,75,0.1,0.6,18.2,0.1,0.2,33.3,0,0,0,0,0,0,0,0,0,2.4,3.7,64.9,1.8,3.6,49.3,0.9,3.4,26.9,0.3,0.6,40,0.2,0.8,20,1.5,3.9,38.5,20,8,12,197,12.7,14.9,10.6,0,0,22.2,32.1,43.5,30.2,34,11.5,14.3,16.3,30.8,33.3,34.4,29.4,14.5,86.9,92.7,-5.8,8.7,0.75,13.4,9.6,19.7,14.2,17.9,52.9,55,96.62,80.52,8.2,9.9,12.6,4.5,8.6,52.9,0,0,0,3.5,6.5,53.8,5,8.8,13.9,2.3,3,1.8,1,8.3,37.9,0,0,-5.8,49.7,100,0,72,4,0,0,28,28,68,66.7,33.3,0,0,66.7,33.3
ALANNA SMITH,PHO,24,1.1,1.5,69,0.4,1.1,40,0.3,0.5,50,0.1,0.1,100,0,0,0,0.5,2.2,21.4,4.4,5.9,73.5,2.2,7.6,28.5,2.3,6.2,37.3,0.2,0.9,18.2,0,0.5,0,2.1,6.5,32.3,19,12,7,296,19.2,18.1,20.5,14.3,22.4,18.7,22,36.2,23.9,26.6,15.3,15.1,9.4,34.1,33.3,32.4,23,17.8,105.5,93.5,12,11.8,1.28,14.7,7.7,15,11.6,11.5,47.1,50.5,100.33,83.61,8.1,15.6,18.7,6.9,16.5,42.2,1.6,6.9,23.3,3.2,4.7,69,3.4,7.8,11.1,3.7,2.9,0.8,2.4,7.6,44.5,0,0,12.1,47.8,57.8,42.2,56.9,8.6,25.9,3.4,17.2,12.9,48.3,72.7,27.3,100,0,79.1,20.9
ALEXIS JONES,ATL,26,0,0,0,0,0,0,0.2,0.4,50,0,0,0,0,0,0,1.2,3.2,36.8,2.3,3.8,60.9,0.8,3.3,25,1,2.8,35.7,0,0,0,0,0.5,0,2.5,3.8,65.2,6,1,5,53,22.4,22.2,24.1,53.8,44.2,5.6,7.7,0,0,0,25,24,25,0,25,11.5,16.7,23.3,92.8,101.8,-9,17.9,0.83,15.2,0,0,0,18.2,54.8,54.8,99.92,83.27,5.7,8.8,21.6,7.2,18.9,38.1,6.3,17.1,36.8,0.9,1.8,50,0,0,0,4.5,5.4,2.7,0,2.7,31.1,0,0,-8.1,47.8,9.5,90.5,8.3,8.3,87.5,0,4.2,25,0,0,100,57.1,42.9,50,50
ALEXIS PRINCE,CHI,26,0,0,0,0.5,0.5,100,0,0.5,0,0,0,0,0,0,0,1,1.5,66.7,1,4.5,22.2,0,2,0,1.5,4.5,33.3,0,0,0,0,0,0,2,4,50,2,1,1,16,13.2,30,17.2,100,33.3,0,0,50,6.7,15.8,0,0,0,33.3,0,14.3,25,36.4,66.7,100,-33.3,0,0,0,10.5,4.8,7.5,0,80,80,97.6,81.33,17.4,8,24.2,9.1,15.2,60,6.1,9.1,66.7,0,0,0,6.1,3,9.1,0,0,0,3,3,44.2,0,0,-30.3,48.4,40,60,25,0,75,37.5,0,0,25,0,100,100,0,66.7,33.3
ALISIA JENKINS,PHO,26,0,0.3,0,0.2,0.4,50,0.3,0.7,50,0,0,0,0,0,0,0,0.6,0,2.5,3.5,71.4,1.2,2.4,50,0.3,2,16.7,0.3,0.3,100,0,1,0,0.6,2,30,5,1,4,27,20.3,16.7,18.2,0,16.7,21.1,28.6,0,22.2,15.4,0,33.3,0,0,100,25,20,17.4,78,94.7,-16.8,0,0,0,0,16,7,21.4,25,37.6,101.27,84.39,-2.9,5.5,13.6,3.4,13.6,25,0,5.1,0,6.8,10.2,66.7,0,6.8,6.8,0,5.1,0,0,5.1,16.6,0,0,-13.6,46.6,62.5,37.5,50,25,0,0,50,37.5,25,100,0,0,0,100,0
ALLIE QUIGLEY,CHI,34,0.5,0.6,78.6,1,2,46.7,2.3,4.4,53.1,0.2,0.3,50,0.1,0.1,100,1.9,5.7,33.6,8.5,13.5,63.1,5.2,13.3,38.9,4.7,11.3,41.9,0.6,1.1,50,0.3,0.8,38.5,4,10.5,37.7,22,12,10,631,22.6,24.2,26.5,36.2,37.5,18.6,16.7,5.1,13.7,11.8,14.9,11.3,13.5,9.1,11.7,11.4,17.5,24.6,106.1,103.9,2.2,12.6,1.82,13.4,1,9.2,5.3,7.3,52.8,55.5,98.38,81.98,10.3,28.7,26.1,9.9,22.2,44.8,3.5,10.3,34.6,2.6,2.9,91.9,0.5,4.4,4.9,3.9,2.2,1.1,0.5,2.4,40.3,0,0,2.9,48.6,53.8,46.2,49.1,30.2,40.8,7.1,10.1,14.2,18.9,54.2,45.8,78.3,21.7,62.8,37.2
ALLISHA GRAY,DAL,26,1.6,2,82.1,1.3,3,44.1,0.4,1.4,29.6,0.1,0.1,50,0.1,0.1,50,1.2,3.4,34.3,6.8,9.8,68.9,6.2,13.8,45.1,3.5,8.5,41.2,0.7,1.3,52.4,0.3,0.9,35.7,3,8.1,37,20,7,13,524,20,22.8,21.4,19.2,19.8,24.7,24.3,23.3,18.8,20,12.2,13.8,21.8,16.2,22.9,14.9,20.8,22.7,108.8,106.9,1.9,8.4,1.18,9.7,5.1,12.1,8.4,8.2,52.8,58.1,96.95,80.79,11.2,26.2,24.7,8.6,18.6,46.4,2.4,6.7,35.2,5.1,6.2,83.1,2.6,5.4,8,2.5,2.1,2.1,0.6,3.6,43.8,0,0,1.3,49.7,63.8,36.2,50.6,6.1,28.7,13.8,20.7,18,44.4,37.9,62.1,84,16,50.5,49.5
ALYSHA CLARK,SEA,33,1.2,1.5,76.5,0.7,1.5,46.9,0.3,0.6,42.9,0.2,0.3,71.4,0,0,0,1.4,2.7,50,6.9,10.5,66.1,4.2,11.9,35.2,4.1,11.7,35,0.3,1.3,20.7,0.6,1.5,37.5,4,12.6,31.7,22,18,4,633,12.1,15.6,13.5,24.5,19.8,7.9,8.1,15,17.2,16.7,16.2,9,19.8,15.1,4.9,15.1,12.5,15.1,111.6,90.9,20.7,13.3,3.11,25.1,3.2,11.2,7.5,8.1,67.7,69.3,98.77,82.31,12.1,28.8,16.9,6.3,11.3,55.8,2.7,5.2,52.2,1.5,1.9,80,1.5,5.7,7.2,4.5,1.5,2.5,0.8,2.9,41,0,0,20.1,48.8,54.4,45.6,42.9,5.5,47.9,10,9.1,23.7,37.4,80.9,19.1,94.3,5.7,86.6,13.4
ALYSSA THOMAS,CON,28,2.7,4.1,65.1,2.8,6.8,41.3,0.3,0.7,50,0,0,0,0,0,0,0,0,0,8.3,12,69.4,5.2,13,40.3,4.7,12.5,37.3,0.4,1.4,26.1,0.4,1.4,30.4,4.1,13,31.5,21,10,11,689,21.8,23.1,20.4,0,0.3,31.8,35.5,24.1,33.9,31.3,30.9,21.5,25.3,12,25,18.2,30.1,23.1,101.4,97.1,4.3,24.9,1.94,22.3,5.5,23.3,14.1,11.5,50,54.9,96.94,80.78,17.2,32.8,23.4,8.8,17.6,50,0,0.1,0,5.8,8.5,68.6,2.8,10.9,13.7,7.3,3.7,3,0.4,4.2,57.3,7,0,4.1,49.6,99.6,0.4,75.1,4.3,0,13.2,24.9,25.8,70.8,74.6,25.4,0,0,74.6,25.4
AMANDA ZAHUI B,NYL,27,0.9,1.3,64.3,0.3,1.1,26.1,0.4,1.7,21.2,0,0.1,0,0,0,0,1.6,4.7,34.3,5.7,9,63.5,5.1,11.5,44.4,5.2,14.3,36.5,0.3,0.7,42.9,0.2,0.7,30,3.5,10.3,33.8,21,2,19,531,20.6,19.9,21.5,33.7,28.6,12.7,15.1,14.9,42.3,36.6,19.6,20.9,22.4,45.6,11.5,25.9,16.7,19.9,86.8,99.5,-12.7,15.3,0.74,13.6,2.8,28.6,16,18.4,44.6,47.3,99.04,82.53,11.8,25.3,17.3,5.9,16.8,35.3,3.1,9.1,34,2.3,3.3,69.4,1.4,14.9,16.3,3.7,4.9,1.7,2.4,5.9,49.6,3,0,-12.9,48.5,45.7,54.3,32.8,7.4,54,6.3,13.2,11.6,25.4,64.5,35.5,100,0,83.1,16.9
ANGEL MCCOUGHTRY,LVA,34,1.9,2.8,68.9,1.6,3.2,50,1.1,2.8,39.3,0,0,0,0,0,0,0.7,1.5,47.1,5.1,7.3,70.2,3.5,8.3,42.6,3.3,8.7,38.2,0.4,1.6,25,0.3,1.4,21.1,3.3,9.6,34.1,22,18,4,440,27.9,30,28.3,35.6,29.3,31.3,29.2,32.7,22.9,25.4,21.5,29.2,35.8,16.2,22.9,30.4,33.7,30.5,111.5,95.3,16.2,19.8,1.42,15.4,8.7,16.4,12.7,10.8,55.3,61.1,101.88,84.9,17.4,20,34,12.6,24.2,51.8,1.7,3.6,47.1,7.2,8.2,88.2,4,8,12,5.8,4.1,3.1,0.6,5.3,64.3,1,0,15.8,47.2,85,15,63.7,15.1,15.1,7.3,21.1,19.9,48.6,45.5,54.5,100,0,53,47
ARIEL ATKINS,WAS,24,0.6,0.9,70,0.5,1.5,33.3,1.9,4.1,45.1,0.2,0.4,42.9,0,0,0,1.9,4.5,41.4,6.7,9.5,70,5.7,13.3,43,4.8,12.4,39,0.1,1,10.5,0.6,1.2,47.8,4.9,12.8,38.1,22,9,13,682,21.2,20.8,21.5,30.8,26.4,30,28.5,15.1,11.1,12,14.9,19.1,27.9,16.2,8.2,20.3,28,23.2,103.4,100.2,3.2,12.7,1.26,14.1,2.7,7.3,5,11.2,52.6,57.8,95.93,79.94,9.8,31,24,8.1,18.5,43.8,3.2,7.9,41.1,4.6,5.1,88.6,1.3,3.4,4.7,3.9,3.1,2.9,0.4,4.3,42.3,0,0,2.6,50.2,57.4,42.6,40.5,25.2,40.5,3.7,19,17.8,15.3,53,47,84.1,15.9,65.5,34.5
ARIKE OGUNBOWALE,DAL,23,1.8,2.4,75.5,2,5,40.5,1.8,5.1,35.4,0,0.1,0,0,0.1,0,2.2,6.3,34.8,9.5,13.7,69.5,7.8,17.1,45.6,4.6,12.1,38.2,0.6,1.4,43.3,0.3,0.8,33.3,3.9,11.4,34.4,22,8,14,748,29.9,30.8,31.9,28.7,28.3,37,35,6.1,11.5,10.1,25.6,19.9,22.5,0,27.4,14.4,30.2,31.7,104.8,106.6,-1.8,19.3,1.67,12.7,1.3,7.3,4.1,7.6,46.9,52.7,96.61,80.5,11.8,34,33.3,11.5,27.9,41.2,3.2,9.5,33.6,7.1,8.3,85.6,0.7,3.4,4.1,5,3,2.3,0,3.5,49.4,0,0,-1.7,49.7,66,34,49.9,16,28.7,9,21.4,20.4,33.9,25.6,74.4,68.8,31.3,37.6,62.4
ASTOU NDOUR,DAL,26,0.8,0.8,100,0.2,0.6,37.5,0.2,1.2,13.3,0.1,0.1,100,0,0,0,0.4,1.8,20.8,3.9,5.2,75.8,3.2,5.7,56.8,1.5,4.2,37,0.1,0.6,20,0,0.4,0,1.4,3.5,39.1,13,4,9,151,17.8,19.2,20.9,22.2,25,0,0,34.2,30.9,31.9,10.5,12,11.1,42.9,33.3,35.4,5.2,17.2,87.3,114.2,-27,7.1,1,8.7,7.5,21,13,8.7,40.4,40.4,96.76,80.64,3.6,11.6,15,6.5,18.6,35.1,2,8.2,24,0,0,0,4.2,8.2,12.4,2,2,1,2,9.5,39.7,0,0,-25.5,49.3,56.1,43.9,60.9,8.7,39.1,8.7,0,15.2,52.2,64.3,35.7,100,0,75,25
AZURÁ STEVENS,CHI,24,1.9,2.3,83.3,0.8,2,42.3,0.6,1.8,34.8,0.3,0.3,100,0.1,0.2,50,0.8,2.6,32.4,8.3,11.8,70.6,4.5,12.8,35.5,4.2,10.6,39.1,0.1,0.6,14.3,0.5,0.9,55.6,3.5,9.9,35.7,13,9,4,355,17.6,19.2,19,20.5,19.9,19.1,17.7,26.5,25.9,26,10.1,14.6,15.8,54.5,18.5,21.1,15.9,19.3,105,99.9,5.1,8.1,1,12,5.5,16.8,11.4,12,56.4,59.1,100.17,83.48,11.3,27.3,20.3,8,16,50,2,5.3,38.5,2.3,2.7,85,2.4,8,10.4,2.7,2.7,1.6,3.2,5.3,48.8,2,0,4.6,48,66.9,33.1,58.7,10.7,30,2.7,11.3,15.3,48,75,25,100,0,81.4,18.6
BEATRICE MOMPREMIER,CON,24,0.6,1,55,0.2,0.7,33.3,0.2,0.7,33.3,0,0,0,0,0,0,0,0,0,2.1,3.5,60,1.6,3.7,43.6,1.5,4,37.5,0,0.5,0,0.3,0.5,60,1.4,3.5,39.1,21,10,11,187,15.3,15.5,14.5,0,0,10.7,17,52.5,32.8,39.5,3.7,20.6,14.3,54.2,40,29.2,17.5,13,97.6,101.3,-3.7,2.8,0.21,4.2,15.2,22.1,18.3,19.4,42.6,43.7,97.54,81.28,6.5,8.9,12.7,5.3,12.4,42.6,0,0,0,2.1,4.8,44.4,8.5,10.1,18.5,0.8,3.7,1.3,3.4,7.4,46.7,0,0,-4.5,49.4,100,0,83.3,16.7,0,8.3,16.7,12.5,66.7,65,35,0,0,65,35
BELLA ALARIE,DAL,22,0.6,1,61.9,0.4,1.2,29.6,0.1,0.2,40,0,0,0,0,0,0,0,0.6,7.7,4.1,5.7,72,2.9,7.1,40.8,1.8,5.2,33.9,0.6,0.9,61.5,0.2,0.6,28.6,1.8,5.2,35.1,22,8,14,309,11.3,10.8,12,1.4,6,8.3,8.2,30.7,22.5,24.9,9.6,12.5,20.9,65.5,19,25.4,9.6,9.3,102.1,107.1,-5,5.6,1.1,11.8,6.8,13.2,9.9,10.8,37.1,41.4,96.69,80.57,5.3,14,9.5,3.8,10.6,36.4,0.2,2.1,7.7,1.6,1.9,83.3,3.7,6.4,10.1,1.8,1.6,2.2,3,5.6,38.5,0,0,-4.3,49.5,80.3,19.7,78,6.8,5.1,6.8,16.9,16.9,71.2,73.9,26.1,100,0,75,25
BETNIJAH LANEY,ATL,27,2.2,2.8,77.4,1.6,3.4,46.7,1.4,3.9,34.9,0.1,0.4,12.5,0.1,0.1,50,1.3,2.9,44.4,8.1,11.8,68.8,7.4,15.9,46.7,5.5,13.6,40.8,0.6,1.3,48,0.7,1.8,39.4,4.2,14.5,28.8,22,7,15,733,23,24.6,22.9,30.3,26.1,27.4,25.4,15.7,17.5,17.1,27.8,24.9,28.5,3.2,14.1,16.7,23.4,25.4,99.3,105.1,-5.8,19.8,1.32,18.2,3.2,11.3,7.2,13.8,53.2,57.3,98.32,81.93,12.3,33.3,25.2,9.5,19.8,48.1,2,4.9,40.5,4.1,5,82.7,1.6,5.5,7.1,5.8,4.4,2.3,0.1,3.7,45.5,4,0,-6.1,48.9,75.1,24.9,59.8,15.9,23.8,9.3,16.4,23,43.9,41.6,58.4,80,20,49.7,50.3
BLAKE DIETRICK,ATL,27,0.5,0.8,61.1,0.4,0.8,52.9,0.1,0.5,27.3,0.1,0.1,50,0,0,0,1.1,2.5,44.6,4.9,7.8,62.6,4.1,9.6,42.7,3.2,8.1,39.1,0.5,0.9,57.1,0.6,1.2,50,3.2,9.7,33.3,22,7,15,463,13.6,13.6,12.8,37.7,27.1,4.2,4.7,7.5,9.3,8.8,35.7,22,23.1,7.1,7.9,20.2,5.7,14.2,96,102.9,-6.9,24,1.88,33.6,1.7,5.9,3.8,17.9,59.6,60,98.71,82.26,7.6,21.1,13.6,5.2,11,47.1,2.7,6.1,44.8,0.5,0.8,62.5,0.8,3,3.8,7.9,4.2,1.9,0.3,4.4,32.5,0,0,-8.1,48.9,44.2,55.8,35.7,4.7,60.5,10.1,3.9,29.5,31,21.7,78.3,84.6,15.4,55.1,44.9
BREANNA STEWART,SEA,26,2.2,3,74.6,1.6,3.6,43.7,1.2,3.5,32.9,0,0,0,0,0,0,1.8,4.8,36.8,7.6,11.2,68.2,4.7,13,35.8,4.4,12.4,35.5,0.5,1.6,32.3,0.7,1.5,46.2,4.2,13.2,31.9,20,17,3,607,28.1,26.7,28.4,26.1,27.4,38,35.1,16.8,35,31,20.4,23.7,19.3,39.4,27.5,19.5,31.1,28.6,110.5,93.3,17.3,19.7,1.44,15.5,3.6,23.2,13.9,10.8,51,57.8,99.08,82.56,17.8,30.4,31.6,10.7,23.7,45.1,2.8,7.6,36.8,7.5,8.3,89.4,1.6,11.6,13.2,5.8,4,2.6,2.1,3.6,66.4,5,0,16.2,48.7,67.8,32.2,49.7,11.7,26.6,5.8,23.6,16.2,38.1,75.5,24.5,94.3,5.7,80.5,19.5
BRIA HARTLEY,PHO,28,1.2,1.8,65.2,1.2,2.4,51.6,0.8,2.9,26.3,0,0,0,0,0,0,1.9,4.9,39.1,5.6,8.2,68.2,4.6,11.4,40.5,3.9,11,35.7,0.3,1.2,27.3,0.2,0.8,27.3,4.2,10.7,39.6,13,7,6,322,26.8,26.8,29.3,35.2,34,24.1,23.2,7.7,15.2,13.5,33,22.7,30,0,27.3,20.8,21.6,27.1,105.3,104,1.2,32.2,2.15,22.5,1.6,10,6,10.5,50,54.3,99.64,83.04,12.3,24.8,28.6,9.9,23.6,42,3.8,9.8,38.5,5,6.2,80.5,0.8,5,5.7,8.7,4.1,2.3,0,5,51.2,0,0,0.3,48.4,58.6,41.4,43.2,10.5,39.5,6.3,17.4,17.4,32.6,36.6,63.4,76,24,51.5,48.5
BRIA HOLMES,CON,26,0.6,1.2,50,0.6,1.8,33.3,0.2,0.7,23.1,0,0,0,0,0,0,0.6,1.7,33.3,4.8,6.6,72.3,3.6,7.4,48.1,2.2,6.1,36.7,0.3,0.6,50,0.3,0.9,36.4,2.1,5.9,35.8,18,8,10,291,17.3,17.8,19.1,20,20,6.8,7.5,14.3,11.8,12.6,16.3,18.8,20.3,21.7,18.2,12.4,6.8,15.7,95.1,107.1,-12,12.3,1.11,14.2,3.8,7.7,5.5,12.8,40.8,42.6,97.65,81.37,5,16.2,14.9,5.9,16.6,35.7,1.7,5.1,33.3,1.4,2,66.7,2.2,3.4,5.6,3.4,3.1,2.2,0.8,2.9,32.8,0,0,-12.7,49.3,69.4,30.6,56.8,6.8,34.1,13.6,9.1,17,50,52,48,90,10,62.9,37.1
BRIANN JANUARY,CON,34,0.1,0.4,20,0,0.7,0,0.8,2.4,32.3,0,0,0,0,0,0,0.8,2.3,36.7,4.9,7.4,66.7,3.8,8.6,43.8,3.8,9.8,38.6,0.3,1.7,20,0,0.4,0,2.1,8.9,23.3,13,8,5,303,14,9.3,14.3,23.9,21.7,9.8,9.4,5.9,6.2,6.1,27,16,11.4,9.5,4.2,18,21.6,10.5,103.3,90.1,13.2,20.6,2.93,31.4,1.3,4.3,2.7,10.7,36.7,40.5,94.91,79.09,4,23.3,10.8,3.7,12.5,29.3,1.8,5,36.7,1.7,2,83.3,0.7,2,2.7,7.3,2.5,1.3,0.3,4.2,27.5,0,0,13.5,50.5,60,40,33.8,30.8,50.8,4.6,15.4,10.8,3.1,36.4,63.6,90.9,9.1,63.6,36.4
BRIANNA TURNER,PHO,24,1.9,3,62.7,1,1.6,58.3,0.1,0.5,30,0,0,0,0,0,0,0,0,0,7.7,12,63.8,4.5,12.9,35.3,4,11.2,35.4,0.3,0.7,42.9,0.4,1.4,30.8,3.8,11.5,33.2,22,13,9,613,11.6,14.5,11.1,0,0.3,9.7,12.6,47.5,34,37,12.8,14.4,22.9,46.7,24.5,21,14.2,12.1,104.4,101.6,2.8,10,1.26,19.3,9.5,21.3,15.7,15.3,57.9,60,98.82,82.35,12.3,27.9,12.6,5.2,9,57.9,0,0.1,0,2.1,3.3,64.3,4.5,11.2,15.7,3.1,2.5,1.9,3.4,5.2,49.6,4,0,2.3,48.7,99.1,0.9,83,3.8,0,10.7,17,25.2,79.2,87.9,12.1,0,0,87.9,12.1
BRIDGET CARLETON,MIN,23,0.5,0.7,73.3,0.5,1.1,48,0.4,0.8,56.3,0.2,0.3,60,0,0.1,0,0.8,1.8,45,6.8,9.3,72.7,3.9,9.3,42.2,3.7,10.3,35.6,0.7,1.9,38.9,0.8,1.7,44.4,3.9,10.5,37.1,22,14,8,568,10.8,11.5,10.4,15.6,13.9,9.8,12,14.8,16.8,16.1,17.9,13.2,12.4,0,13.2,16.9,14.2,11.7,109.6,103.4,6.1,13.3,2,27.7,4,10.8,7.3,13.8,62.3,63.4,95.74,79.79,7.6,25.8,12.8,4.7,9,52,1.9,4.1,45.7,1.6,2.5,64.3,1.9,5,6.9,4.8,2.4,1.3,0,3.5,29.9,0,0,5.6,50.3,54.9,45.1,44.1,12.4,43.4,2.1,12.4,15.9,31.7,46.9,53.1,100,0,67.9,32.1
